name,address,latitude,longitude
US 1 NOVELTIES,"1744 SCOTT BLVD., DECATUR, GA",33.79929,-84.282916
US Vape Supplies,"4231 leap rd Suite C, Hilliard, Ohio",40.040364,-83.140484
US WHOLESALE INC,"8226 LEHIGH AVE, MORTON GROVE, IL",42.031268,-87.785149
USA Wholesale,"3793 peters creek road Ext Sw, Roanoke, VA",37.266041,-80.010392
USM trading inc,"2308 maple avenue  Burlington nc 27215, Burlington, NC",36.06621,-79.426401
VALLEY EXPRESS 1 LLC,"5427 Valley Station Rd, LOUISVILLE, ky",38.107398,-85.864956
VAPE PLUS,"2578 ATLANTIC AVE ,, BROOKLYN, NY",40.675457,-73.899094
Vapetastic,"965 N Walnut Ave #200, New Braunfels, TX",29.70445,-98.14167
Vapor Haus LLC,"832 Distribution Dr, Beavercreek, OH",39.711952,-84.012216
vapor village wholesale,"4520 SOUTHWEST PKWY, WICHITA FALLS, TX",33.858575,-98.560385
Variety Outlet,"Variety outlet  11500 Harry Hines Blvd Suit #115, Dallas Texas, Texas",32.899629,-96.891885
Vega distributor,"1010 E New circle    KY, Lexington, KY",38.038357,-84.454901
VEGAS DISTRIBUTORS,"4842 S EASTERN AVE, Las Vegas, nv",36.101369,-115.117779
Velsan LLC,"1112 Lime St, Lakeland, FL",28.040889,-81.942249
VIKISHA INC.,"3900 WEST SIDE AVE, NORTH BERGEN, NJ",40.781823,-74.039382
VIN WHOLESALE,"11440 Watterson Ct, Louisville, KY",38.214153,-85.552147
VIP Distribution Discount INC,"5000 Montgomery RD, Cincinnati, OH",39.166506,-84.453145
Wall Street Distribution Inc,"301 e 4th st unit a, Los angeles, CA",34.046539,-118.244438
Wayne Distribution,"3738E Washington BLVD ,, fort wayne, IN",41.072966,-85.089937
West side 87 Cash & Carry,nan,41.27245,-70.094965
WESTCO DISTRO LLC,"5550 Cameron st Suit C, Las Vegas, NV",36.089094,-115.203309
white house vapor,"618 TN-76,, White House, TN",36.470027,-86.672641
Wild side Smoke Shop | champ.IL,"30 East Green St., Ste 2, Champaign, IL",40.110552,-88.241159
Wild Side SMOKE SHOP | College S. TX,"1712 Southwest Pkwy, Suite 105, College Station, TX",30.605918,-96.310043
WILD SIDE SMOKE SHOP | CORVALLIS OR,"820 NW 9TH ST., STE104, CORVALLIS, OR",44.572832,-123.264284
Wild Side Smoke Shop | EUGENE OR,"25 E 11TH AVE, EUGENE, OR",44.047845,-123.092364
Wild Side Smoke Shop | Manchester NH,"1346 Elm St., Manchester, nh",42.997263,-71.464107
Wild Side Smoke Shop | Muncie IN,"1618 W University Ave,, Muncie, in",40.197759,-85.405285
Wild Side Smoke Shop | Portland ME,"102 Portland St, Portland, ME",43.657563,-70.265737
Wild Side smoke shop| Nashua NH,"483 Amherst st, unit 5, Nashua, NH",42.791935,-71.520195
Wise Men Wholesale,"857 Industrial Dr, Bensenville, IL",41.976958,-87.952751
World Wholesale,nan,41.27245,-70.094965
Y-Max Wireless LLC,"5826, Parkersburg dr, Houston, Texas",29.719564,-95.504601
Yellow Bird Wholesale,"1081, 13115 NE David Cir, Portland, OR",45.560375,-122.527275
Zacks Candy LLC,"4949 Old Grayton Rd, Cleveland, OH",41.421771,-81.846276
Zacks Corner Stop,"1055 E Weber Rd,, Columbus, OH",40.023347,-82.983587
ZEE WHOLESALE,"13405 Stark Rd,, Livonia, MI",42.380919,-83.379067
Zombie Glass,"6001 Maple St.Omaha, Omaha, NE",41.284831,-96.004964
